TOP.5f98df0a.0003ad3e	START
TOP.5fa345d5.00031c76	user_options->markov_disable	0
TOP.5fa345d5.00031c76	user_options->markov_threshold	256
TOP.5fa345d5.00031c76	user_options->backend_info	0
TOP.5fa345d5.00031c76	user_options->backend_vector_width	0
TOP.5fa345d5.00031c76	user_options->optimized_kernel_enable	0
TOP.5fa345d5.00031c76	user_options->outfile_autohex	1
TOP.5fa345d5.00031c76	user_options->outfile_check_timer	5
TOP.5fa345d5.00031c76	user_options->outfile_format	3
TOP.5fa345d5.00031c76	user_options->wordlist_autohex_disable	0
TOP.5fa345d5.00031c76	user_options->potfile_disable	0
TOP.5fa345d5.00031c76	user_options->progress_only	0
TOP.5fa345d5.00031c76	user_options->quiet	0
TOP.5fa345d5.00031c76	user_options->remove	0
TOP.5fa345d5.00031c76	user_options->remove_timer	60
TOP.5fa345d5.00031c76	user_options->restore	0
TOP.5fa345d5.00031c76	user_options->restore_disable	0
TOP.5fa345d5.00031c76	user_options->restore_timer	60
TOP.5fa345d5.00031c76	user_options->rp_files_cnt	0
TOP.5fa345d5.00031c76	user_options->rp_gen	0
TOP.5fa345d5.00031c76	user_options->rp_gen_func_max	4
TOP.5fa345d5.00031c76	user_options->rp_gen_func_min	1
TOP.5fa345d5.00031c76	user_options->rp_gen_seed	0
TOP.5fa345d5.00031c76	user_options->runtime	0
TOP.5fa345d5.00031c76	user_options->scrypt_tmto	0
TOP.5fa345d5.00031c76	user_options->segment_size	33554432
TOP.5fa345d5.00031c76	user_options->self_test_disable	0
TOP.5fa345d5.00031c76	user_options->slow_candidates	0
TOP.5fa345d5.00031c76	user_options->show	0
TOP.5fa345d5.00031c76	user_options->speed_only	0
TOP.5fa345d5.00031c76	user_options->spin_damp	0
TOP.5fa345d5.00031c76	user_options->status	0
TOP.5fa345d5.00031c76	user_options->status_json	0
TOP.5fa345d5.00031c76	user_options->status_timer	10
TOP.5fa345d5.00031c76	user_options->stdout_flag	0
TOP.5fa345d5.00031c76	user_options->usage	0
TOP.5fa345d5.00031c76	user_options->username	0
TOP.5fa345d5.00031c76	user_options->veracrypt_pim_start	485
TOP.5fa345d5.00031c76	user_options->veracrypt_pim_stop	485
TOP.5fa345d5.00031c76	user_options->version	0
TOP.5fa345d5.00031c76	user_options->workload_profile	2
TOP.5fa345d5.00031c76	user_options->brain_client	0
TOP.5fa345d5.00031c76	user_options->brain_client_features	2
TOP.5fa345d5.00031c76	user_options->brain_server	0
TOP.5fa345d5.00031c76	user_options->brain_server_timer	300
TOP.5fa345d5.00031c76	user_options->brain_port	6863
TOP.5fa345d5.00031c76	user_options->brain_session	0
TOP.5fa345d5.00031c76	hashes->hashfile	archivo_2
TOP.5fa345d5.00031c76	hashes->hashlist_mode	5
TOP.5fa345d5.00031c76	hashes->hashlist_format	0
TOP.5fa345d5.00031c76	hashes->hashes_cnt	0
TOP.5fa345d5.00031c76	hashes->digests_cnt	1000
TOP.5fa345d5.00031c76	hashes->digests_done	0
TOP.5fa345d5.00031c76	hashes->salts_cnt	1
TOP.5fa345d5.00031c76	hashes->salts_done	0
TOP.5fa345d5.00031c76	SUB.5fa345d5.00066e60	START
TOP.5fa345d5.00031c76	SUB.5fa345d5.00066e60	straight_ctx->dict	diccionario_1.dict
TOP.5fa345d5.00031c76	SUB.5fa345d5.00066e60	runtime_start	1604535765
TOP.5fa345d5.00031c76	SUB.5fa345d5.00066e60	runtime_stop	1604535765
TOP.5fa345d5.00031c76	SUB.5fa345d5.00066e60	status-after-work	5
TOP.5fa345d5.00031c76	SUB.5fa345d5.00066e60	STOP
TOP.5fa345d5.00031c76	proc_start	1604535765
TOP.5fa345d5.00031c76	proc_stop	1604535767
TOP.5fa345d5.00031c76	STOP
TOP.5fa345ff.0004a347	START
TOP.5fa345ff.0004a347	folder_config->cwd	C:\Users\UDP\Desktop\hashcat
TOP.5fa345ff.0004a347	folder_config->install_dir	.
TOP.5fa345ff.0004a347	folder_config->profile_dir	.
TOP.5fa345ff.0004a347	folder_config->session_dir	.
TOP.5fa345ff.0004a347	folder_config->shared_dir	.
TOP.5fa345ff.0004a347	user_options->separator	:
TOP.5fa345ff.0004a347	user_options->encoding_from	utf-8
TOP.5fa345ff.0004a347	user_options->encoding_to	utf-8
TOP.5fa345ff.0004a347	user_options->rule_buf_l	:
TOP.5fa345ff.0004a347	user_options->rule_buf_r	:
TOP.5fa345ff.0004a347	user_options->session	hashcat
TOP.5fa345ff.0004a347	user_options->limit	0
TOP.5fa345ff.0004a347	user_options->skip	0
TOP.5fa345ff.0004a347	user_options->attack_mode	0
TOP.5fa345ff.0004a347	user_options->benchmark	0
TOP.5fa345ff.0004a347	user_options->benchmark_all	0
TOP.5fa345ff.0004a347	user_options->bitmap_max	18
TOP.5fa345ff.0004a347	user_options->bitmap_min	16
TOP.5fa345ff.0004a347	user_options->debug_mode	0
TOP.5fa345ff.0004a347	user_options->example_hashes	0
TOP.5fa345ff.0004a347	user_options->force	1
TOP.5fa345ff.0004a347	user_options->hwmon_disable	0
TOP.5fa345ff.0004a347	user_options->hwmon_temp_abort	90
TOP.5fa345ff.0004a347	user_options->hash_mode	10
TOP.5fa345ff.0004a347	user_options->hex_charset	0
TOP.5fa345ff.0004a347	user_options->hex_salt	0
TOP.5fa345ff.0004a347	user_options->hex_wordlist	0
TOP.5fa345ff.0004a347	user_options->hook_threads	8
TOP.5fa345ff.0004a347	user_options->increment	0
TOP.5fa345ff.0004a347	user_options->increment_max	256
TOP.5fa345ff.0004a347	user_options->increment_min	1
TOP.5fa345ff.0004a347	user_options->keep_guessing	0
TOP.5fa345ff.0004a347	user_options->kernel_accel	0
TOP.5fa345ff.0004a347	user_options->kernel_loops	0
TOP.5fa345ff.0004a347	user_options->kernel_threads	0
TOP.5fa345ff.0004a347	user_options->keyspace	0
TOP.5fa345ff.0004a347	user_options->left	0
TOP.5fa345ff.0004a347	user_options->logfile_disable	0
TOP.5fa345ff.0004a347	user_options->loopback	0
TOP.5fa345ff.0004a347	user_options->machine_readable	0
TOP.5fa345ff.0004a347	user_options->markov_classic	0
TOP.5fa345ff.0004a347	user_options->markov_disable	0
TOP.5fa345ff.0004a347	user_options->markov_threshold	256
TOP.5fa345ff.0004a347	user_options->backend_info	0
TOP.5fa345ff.0004a347	user_options->backend_vector_width	0
TOP.5fa345ff.0004a347	user_options->optimized_kernel_enable	0
TOP.5fa345ff.0004a347	user_options->outfile_autohex	1
TOP.5fa345ff.0004a347	user_options->outfile_check_timer	5
TOP.5fa345ff.0004a347	user_options->outfile_format	3
TOP.5fa345ff.0004a347	user_options->wordlist_autohex_disable	0
TOP.5fa345ff.0004a347	user_options->potfile_disable	0
TOP.5fa345ff.0004a347	user_options->progress_only	0
TOP.5fa345ff.0004a347	user_options->quiet	0
TOP.5fa345ff.0004a347	user_options->remove	0
TOP.5fa345ff.0004a347	user_options->remove_timer	60
TOP.5fa345ff.0004a347	user_options->restore	0
TOP.5fa345ff.0004a347	user_options->restore_disable	0
TOP.5fa345ff.0004a347	user_options->restore_timer	60
TOP.5fa345ff.0004a347	user_options->rp_files_cnt	0
TOP.5fa345ff.0004a347	user_options->rp_gen	0
TOP.5fa345ff.0004a347	user_options->rp_gen_func_max	4
TOP.5fa345ff.0004a347	user_options->rp_gen_func_min	1
TOP.5fa345ff.0004a347	user_options->rp_gen_seed	0
TOP.5fa345ff.0004a347	user_options->runtime	0
TOP.5fa345ff.0004a347	user_options->scrypt_tmto	0
TOP.5fa345ff.0004a347	user_options->segment_size	33554432
TOP.5fa345ff.0004a347	user_options->self_test_disable	0
TOP.5fa345ff.0004a347	user_options->slow_candidates	0
TOP.5fa345ff.0004a347	user_options->show	0
TOP.5fa345ff.0004a347	user_options->speed_only	0
TOP.5fa345ff.0004a347	user_options->spin_damp	0
TOP.5fa345ff.0004a347	user_options->status	0
TOP.5fa345ff.0004a347	user_options->status_json	0
TOP.5fa345ff.0004a347	user_options->status_timer	10
TOP.5fa345ff.0004a347	user_options->stdout_flag	0
TOP.5fa345ff.0004a347	user_options->usage	0
TOP.5fa345ff.0004a347	user_options->username	0
TOP.5fa345ff.0004a347	user_options->veracrypt_pim_start	485
TOP.5fa345ff.0004a347	user_options->veracrypt_pim_stop	485
TOP.5fa345ff.0004a347	user_options->version	0
TOP.5fa345ff.0004a347	user_options->workload_profile	2
TOP.5fa345ff.0004a347	user_options->brain_client	0
TOP.5fa345ff.0004a347	user_options->brain_client_features	2
TOP.5fa345ff.0004a347	user_options->brain_server	0
TOP.5fa345ff.0004a347	user_options->brain_server_timer	300
TOP.5fa345ff.0004a347	user_options->brain_port	6863
TOP.5fa345ff.0004a347	user_options->brain_session	0
TOP.5fa345ff.0004a347	hashes->hashfile	archivo_2
TOP.5fa345ff.0004a347	hashes->hashlist_mode	5
TOP.5fa345ff.0004a347	hashes->hashlist_format	0
TOP.5fa345ff.0004a347	hashes->hashes_cnt	0
TOP.5fa345ff.0004a347	hashes->digests_cnt	1000
TOP.5fa345ff.0004a347	hashes->digests_done	0
TOP.5fa345ff.0004a347	hashes->salts_cnt	1
TOP.5fa345ff.0004a347	hashes->salts_done	0
TOP.5fa345ff.0004a347	SUB.5fa345ff.0006bc0d	START
TOP.5fa345ff.0004a347	SUB.5fa345ff.0006bc0d	straight_ctx->dict	diccionario_2.dict
TOP.5fa345ff.0004a347	SUB.5fa345ff.0006bc0d	runtime_start	1604535807
TOP.5fa345ff.0004a347	SUB.5fa345ff.0006bc0d	runtime_stop	1604535809
TOP.5fa345ff.0004a347	SUB.5fa345ff.0006bc0d	status-after-work	6
TOP.5fa345ff.0004a347	SUB.5fa345ff.0006bc0d	STOP
TOP.5fa345ff.0004a347	proc_start	1604535807
TOP.5fa345ff.0004a347	proc_stop	1604535811
TOP.5fa345ff.0004a347	STOP
TOP.5fa34666.0000ebcd	START
TOP.5fa34666.0000ebcd	folder_config->cwd	C:\Users\UDP\Desktop\hashcat
TOP.5fa34666.0000ebcd	folder_config->install_dir	.
TOP.5fa34666.0000ebcd	folder_config->profile_dir	.
TOP.5fa34666.0000ebcd	folder_config->session_dir	.
TOP.5fa34666.0000ebcd	folder_config->shared_dir	.
TOP.5fa34666.0000ebcd	user_options->separator	:
TOP.5fa34666.0000ebcd	user_options->encoding_from	utf-8
TOP.5fa34666.0000ebcd	user_options->encoding_to	utf-8
TOP.5fa34666.0000ebcd	user_options->rule_buf_l	:
TOP.5fa34666.0000ebcd	user_options->rule_buf_r	:
TOP.5fa34666.0000ebcd	user_options->session	hashcat
TOP.5fa34666.0000ebcd	user_options->limit	0
TOP.5fa34666.0000ebcd	user_options->skip	0
TOP.5fa34666.0000ebcd	user_options->attack_mode	0
TOP.5fa34666.0000ebcd	user_options->benchmark	0
TOP.5fa34666.0000ebcd	user_options->benchmark_all	0
TOP.5fa34666.0000ebcd	user_options->bitmap_max	18
TOP.5fa34666.0000ebcd	user_options->bitmap_min	16
TOP.5fa34666.0000ebcd	user_options->debug_mode	0
TOP.5fa34666.0000ebcd	user_options->example_hashes	0
TOP.5fa34666.0000ebcd	user_options->force	1
TOP.5fa34666.0000ebcd	user_options->hwmon_disable	0
TOP.5fa34666.0000ebcd	user_options->hwmon_temp_abort	90
TOP.5fa34666.0000ebcd	user_options->hash_mode	10
TOP.5fa34666.0000ebcd	user_options->hex_charset	0
TOP.5fa34666.0000ebcd	user_options->hex_salt	0
TOP.5fa34666.0000ebcd	user_options->hex_wordlist	0
TOP.5fa34666.0000ebcd	user_options->hook_threads	8
TOP.5fa34666.0000ebcd	user_options->increment	0
TOP.5fa34666.0000ebcd	user_options->increment_max	256
TOP.5fa34666.0000ebcd	user_options->increment_min	1
TOP.5fa34666.0000ebcd	user_options->keep_guessing	0
TOP.5fa34666.0000ebcd	user_options->kernel_accel	0
TOP.5fa34666.0000ebcd	user_options->kernel_loops	0
TOP.5fa34666.0000ebcd	user_options->kernel_threads	0
TOP.5fa34666.0000ebcd	user_options->keyspace	0
TOP.5fa34666.0000ebcd	user_options->left	0
TOP.5fa34666.0000ebcd	user_options->logfile_disable	0
TOP.5fa34666.0000ebcd	user_options->loopback	0
TOP.5fa34666.0000ebcd	user_options->machine_readable	0
TOP.5fa34666.0000ebcd	user_options->markov_classic	0
TOP.5fa34666.0000ebcd	user_options->markov_disable	0
TOP.5fa34666.0000ebcd	user_options->markov_threshold	256
TOP.5fa34666.0000ebcd	user_options->backend_info	0
TOP.5fa34666.0000ebcd	user_options->backend_vector_width	0
TOP.5fa34666.0000ebcd	user_options->optimized_kernel_enable	0
TOP.5fa34666.0000ebcd	user_options->outfile_autohex	1
TOP.5fa34666.0000ebcd	user_options->outfile_check_timer	5
TOP.5fa34666.0000ebcd	user_options->outfile_format	3
TOP.5fa34666.0000ebcd	user_options->wordlist_autohex_disable	0
TOP.5fa34666.0000ebcd	user_options->potfile_disable	0
TOP.5fa34666.0000ebcd	user_options->progress_only	0
TOP.5fa34666.0000ebcd	user_options->quiet	0
TOP.5fa34666.0000ebcd	user_options->remove	0
TOP.5fa34666.0000ebcd	user_options->remove_timer	60
TOP.5fa34666.0000ebcd	user_options->restore	0
TOP.5fa34666.0000ebcd	user_options->restore_disable	0
TOP.5fa34666.0000ebcd	user_options->restore_timer	60
TOP.5fa34666.0000ebcd	user_options->rp_files_cnt	0
TOP.5fa34666.0000ebcd	user_options->rp_gen	0
TOP.5fa34666.0000ebcd	user_options->rp_gen_func_max	4
TOP.5fa34666.0000ebcd	user_options->rp_gen_func_min	1
TOP.5fa34666.0000ebcd	user_options->rp_gen_seed	0
TOP.5fa34666.0000ebcd	user_options->runtime	0
TOP.5fa34666.0000ebcd	user_options->scrypt_tmto	0
TOP.5fa34666.0000ebcd	user_options->segment_size	33554432
TOP.5fa34666.0000ebcd	user_options->self_test_disable	0
TOP.5fa34666.0000ebcd	user_options->slow_candidates	0
TOP.5fa34666.0000ebcd	user_options->show	0
TOP.5fa34666.0000ebcd	user_options->speed_only	0
TOP.5fa34666.0000ebcd	user_options->spin_damp	0
TOP.5fa34666.0000ebcd	user_options->status	0
TOP.5fa34666.0000ebcd	user_options->status_json	0
TOP.5fa34666.0000ebcd	user_options->status_timer	10
TOP.5fa34666.0000ebcd	user_options->stdout_flag	0
TOP.5fa34666.0000ebcd	user_options->usage	0
TOP.5fa34666.0000ebcd	user_options->username	0
TOP.5fa34666.0000ebcd	user_options->veracrypt_pim_start	485
TOP.5fa34666.0000ebcd	user_options->veracrypt_pim_stop	485
TOP.5fa34666.0000ebcd	user_options->version	0
TOP.5fa34666.0000ebcd	user_options->workload_profile	2
TOP.5fa34666.0000ebcd	user_options->brain_client	0
TOP.5fa34666.0000ebcd	user_options->brain_client_features	2
TOP.5fa34666.0000ebcd	user_options->brain_server	0
TOP.5fa34666.0000ebcd	user_options->brain_server_timer	300
TOP.5fa34666.0000ebcd	user_options->brain_port	6863
TOP.5fa34666.0000ebcd	user_options->brain_session	0
TOP.5fa34666.0000ebcd	hashes->hashfile	archivo_3
TOP.5fa34666.0000ebcd	hashes->hashlist_mode	5
TOP.5fa34666.0000ebcd	hashes->hashlist_format	0
TOP.5fa34666.0000ebcd	hashes->hashes_cnt	0
TOP.5fa34666.0000ebcd	hashes->digests_cnt	1000
TOP.5fa34666.0000ebcd	hashes->digests_done	0
TOP.5fa34666.0000ebcd	hashes->salts_cnt	1000
TOP.5fa34666.0000ebcd	hashes->salts_done	0
TOP.5fa34666.0000ebcd	SUB.5fa34666.0002fa50	START
TOP.5fa34666.0000ebcd	SUB.5fa34666.0002fa50	straight_ctx->dict	diccionario_1.dict
TOP.5fa34666.0000ebcd	SUB.5fa34666.0002fa50	runtime_start	1604535910
TOP.5fa34666.0000ebcd	SUB.5fa34666.0002fa50	runtime_stop	1604535914
TOP.5fa34666.0000ebcd	SUB.5fa34666.0002fa50	status-after-work	5
TOP.5fa34666.0000ebcd	SUB.5fa34666.0002fa50	STOP
TOP.5fa34666.0000ebcd	proc_start	1604535910
TOP.5fa34666.0000ebcd	proc_stop	1604535916
TOP.5fa34666.0000ebcd	STOP
TOP.5fa3468d.0009ca25	START
TOP.5fa3468d.0009ca25	folder_config->cwd	C:\Users\UDP\Desktop\hashcat
TOP.5fa3468d.0009ca25	folder_config->install_dir	.
TOP.5fa3468d.0009ca25	folder_config->profile_dir	.
TOP.5fa3468d.0009ca25	folder_config->session_dir	.
TOP.5fa3468d.0009ca25	folder_config->shared_dir	.
TOP.5fa3468d.0009ca25	user_options->separator	:
TOP.5fa3468d.0009ca25	user_options->encoding_from	utf-8
TOP.5fa3468d.0009ca25	user_options->encoding_to	utf-8
TOP.5fa3468d.0009ca25	user_options->rule_buf_l	:
TOP.5fa3468d.0009ca25	user_options->rule_buf_r	:
TOP.5fa3468d.0009ca25	user_options->session	hashcat
TOP.5fa3468d.0009ca25	user_options->limit	0
TOP.5fa3468d.0009ca25	user_options->skip	0
TOP.5fa3468d.0009ca25	user_options->attack_mode	0
TOP.5fa3468d.0009ca25	user_options->benchmark	0
TOP.5fa3468d.0009ca25	user_options->benchmark_all	0
TOP.5fa3468d.0009ca25	user_options->bitmap_max	18
TOP.5fa3468d.0009ca25	user_options->bitmap_min	16
TOP.5fa3468d.0009ca25	user_options->debug_mode	0
TOP.5fa3468d.0009ca25	user_options->example_hashes	0
TOP.5fa3468d.0009ca25	user_options->force	1
TOP.5fa3468d.0009ca25	user_options->hwmon_disable	0
TOP.5fa3468d.0009ca25	user_options->hwmon_temp_abort	90
TOP.5fa3468d.0009ca25	user_options->hash_mode	10
TOP.5fa3468d.0009ca25	user_options->hex_charset	0
TOP.5fa3468d.0009ca25	user_options->hex_salt	0
TOP.5fa3468d.0009ca25	user_options->hex_wordlist	0
TOP.5fa3468d.0009ca25	user_options->hook_threads	8
TOP.5fa3468d.0009ca25	user_options->increment	0
TOP.5fa3468d.0009ca25	user_options->increment_max	256
TOP.5fa3468d.0009ca25	user_options->increment_min	1
TOP.5fa3468d.0009ca25	user_options->keep_guessing	0
TOP.5fa3468d.0009ca25	user_options->kernel_accel	0
TOP.5fa3468d.0009ca25	user_options->kernel_loops	0
TOP.5fa3468d.0009ca25	user_options->kernel_threads	0
TOP.5fa3468d.0009ca25	user_options->keyspace	0
TOP.5fa3468d.0009ca25	user_options->left	0
TOP.5fa3468d.0009ca25	user_options->logfile_disable	0
TOP.5fa3468d.0009ca25	user_options->loopback	0
TOP.5fa3468d.0009ca25	user_options->machine_readable	0
TOP.5fa3468d.0009ca25	user_options->markov_classic	0
TOP.5fa3468d.0009ca25	user_options->markov_disable	0
TOP.5fa3468d.0009ca25	user_options->markov_threshold	256
TOP.5fa3468d.0009ca25	user_options->backend_info	0
TOP.5fa3468d.0009ca25	user_options->backend_vector_width	0
TOP.5fa3468d.0009ca25	user_options->optimized_kernel_enable	0
TOP.5fa3468d.0009ca25	user_options->outfile_autohex	1
TOP.5fa3468d.0009ca25	user_options->outfile_check_timer	5
TOP.5fa3468d.0009ca25	user_options->outfile_format	3
TOP.5fa3468d.0009ca25	user_options->wordlist_autohex_disable	0
TOP.5fa3468d.0009ca25	user_options->potfile_disable	0
TOP.5fa3468d.0009ca25	user_options->progress_only	0
TOP.5fa3468d.0009ca25	user_options->quiet	0
TOP.5fa3468d.0009ca25	user_options->remove	0
TOP.5fa3468d.0009ca25	user_options->remove_timer	60
TOP.5fa3468d.0009ca25	user_options->restore	0
TOP.5fa3468d.0009ca25	user_options->restore_disable	0
TOP.5fa3468d.0009ca25	user_options->restore_timer	60
TOP.5fa3468d.0009ca25	user_options->rp_files_cnt	0
TOP.5fa3468d.0009ca25	user_options->rp_gen	0
TOP.5fa3468d.0009ca25	user_options->rp_gen_func_max	4
TOP.5fa3468d.0009ca25	user_options->rp_gen_func_min	1
TOP.5fa3468d.0009ca25	user_options->rp_gen_seed	0
TOP.5fa3468d.0009ca25	user_options->runtime	0
TOP.5fa3468d.0009ca25	user_options->scrypt_tmto	0
TOP.5fa3468d.0009ca25	user_options->segment_size	33554432
TOP.5fa3468d.0009ca25	user_options->self_test_disable	0
TOP.5fa3468d.0009ca25	user_options->slow_candidates	0
TOP.5fa3468d.0009ca25	user_options->show	0
TOP.5fa3468d.0009ca25	user_options->speed_only	0
TOP.5fa3468d.0009ca25	user_options->spin_damp	0
TOP.5fa3468d.0009ca25	user_options->status	0
TOP.5fa3468d.0009ca25	user_options->status_json	0
TOP.5fa3468d.0009ca25	user_options->status_timer	10
TOP.5fa3468d.0009ca25	user_options->stdout_flag	0
TOP.5fa3468d.0009ca25	user_options->usage	0
TOP.5fa3468d.0009ca25	user_options->username	0
TOP.5fa3468d.0009ca25	user_options->veracrypt_pim_start	485
TOP.5fa3468d.0009ca25	user_options->veracrypt_pim_stop	485
TOP.5fa3468d.0009ca25	user_options->version	0
TOP.5fa3468d.0009ca25	user_options->workload_profile	2
TOP.5fa3468d.0009ca25	user_options->brain_client	0
TOP.5fa3468d.0009ca25	user_options->brain_client_features	2
TOP.5fa3468d.0009ca25	user_options->brain_server	0
TOP.5fa3468d.0009ca25	user_options->brain_server_timer	300
TOP.5fa3468d.0009ca25	user_options->brain_port	6863
TOP.5fa3468d.0009ca25	user_options->brain_session	0
TOP.5fa3468d.0009ca25	hashes->hashfile	archivo_3
TOP.5fa3468d.0009ca25	hashes->hashlist_mode	5
TOP.5fa3468d.0009ca25	hashes->hashlist_format	0
TOP.5fa3468d.0009ca25	hashes->hashes_cnt	0
TOP.5fa3468d.0009ca25	hashes->digests_cnt	1000
TOP.5fa3468d.0009ca25	hashes->digests_done	0
TOP.5fa3468d.0009ca25	hashes->salts_cnt	1000
TOP.5fa3468d.0009ca25	hashes->salts_done	0
TOP.5fa3468d.0009ca25	SUB.5fa3468d.000beb57	START
TOP.5fa3468d.0009ca25	SUB.5fa3468d.000beb57	straight_ctx->dict	diccionario_2.dict
TOP.5fa3468d.0009ca25	SUB.5fa3468d.000beb57	runtime_start	1604535949
TOP.5fa3468d.0009ca25	SUB.5fa3468d.000beb57	runtime_stop	1604536008
TOP.5fa3468d.0009ca25	SUB.5fa3468d.000beb57	status-after-work	6
TOP.5fa3468d.0009ca25	SUB.5fa3468d.000beb57	STOP
TOP.5fa3468d.0009ca25	proc_start	1604535949
TOP.5fa3468d.0009ca25	proc_stop	1604536009
TOP.5fa3468d.0009ca25	STOP
TOP.5fa347e0.000362b8	START
TOP.5fa347e0.000362b8	folder_config->cwd	C:\Users\UDP\Desktop\hashcat
TOP.5fa347e0.000362b8	folder_config->install_dir	.
TOP.5fa347e0.000362b8	folder_config->profile_dir	.
TOP.5fa347e0.000362b8	folder_config->session_dir	.
TOP.5fa347e0.000362b8	folder_config->shared_dir	.
TOP.5fa347e0.000362b8	user_options->separator	:
TOP.5fa347e0.000362b8	user_options->encoding_from	utf-8
TOP.5fa347e0.000362b8	user_options->encoding_to	utf-8
TOP.5fa347e0.000362b8	user_options->rule_buf_l	:
TOP.5fa347e0.000362b8	user_options->rule_buf_r	:
TOP.5fa347e0.000362b8	user_options->session	hashcat
TOP.5fa347e0.000362b8	user_options->limit	0
TOP.5fa347e0.000362b8	user_options->skip	0
TOP.5fa347e0.000362b8	user_options->attack_mode	0
TOP.5fa347e0.000362b8	user_options->benchmark	0
TOP.5fa347e0.000362b8	user_options->benchmark_all	0
TOP.5fa347e0.000362b8	user_options->bitmap_max	18
TOP.5fa347e0.000362b8	user_options->bitmap_min	16
TOP.5fa347e0.000362b8	user_options->debug_mode	0
TOP.5fa347e0.000362b8	user_options->example_hashes	0
TOP.5fa347e0.000362b8	user_options->force	1
TOP.5fa347e0.000362b8	user_options->hwmon_disable	0
TOP.5fa347e0.000362b8	user_options->hwmon_temp_abort	90
TOP.5fa347e0.000362b8	user_options->hash_mode	0
TOP.5fa347e0.000362b8	user_options->hex_charset	0
TOP.5fa347e0.000362b8	user_options->hex_salt	0
TOP.5fa347e0.000362b8	user_options->hex_wordlist	0
TOP.5fa347e0.000362b8	user_options->hook_threads	8
TOP.5fa347e0.000362b8	user_options->increment	0
TOP.5fa347e0.000362b8	user_options->increment_max	256
TOP.5fa347e0.000362b8	user_options->increment_min	1
TOP.5fa347e0.000362b8	user_options->keep_guessing	0
TOP.5fa347e0.000362b8	user_options->kernel_accel	0
TOP.5fa347e0.000362b8	user_options->kernel_loops	0
TOP.5fa347e0.000362b8	user_options->kernel_threads	0
TOP.5fa347e0.000362b8	user_options->keyspace	0
TOP.5fa347e0.000362b8	user_options->left	0
TOP.5fa347e0.000362b8	user_options->logfile_disable	0
TOP.5fa347e0.000362b8	user_options->loopback	0
TOP.5fa347e0.000362b8	user_options->machine_readable	0
TOP.5fa347e0.000362b8	user_options->markov_classic	0
TOP.5fa347e0.000362b8	user_options->markov_disable	0
TOP.5fa347e0.000362b8	user_options->markov_threshold	256
TOP.5fa347e0.000362b8	user_options->backend_info	0
TOP.5fa347e0.000362b8	user_options->backend_vector_width	0
TOP.5fa347e0.000362b8	user_options->optimized_kernel_enable	0
TOP.5fa347e0.000362b8	user_options->outfile_autohex	1
TOP.5fa347e0.000362b8	user_options->outfile_check_timer	5
TOP.5fa347e0.000362b8	user_options->outfile_format	3
TOP.5fa347e0.000362b8	user_options->wordlist_autohex_disable	0
TOP.5fa347e0.000362b8	user_options->potfile_disable	0
TOP.5fa347e0.000362b8	user_options->progress_only	0
TOP.5fa347e0.000362b8	user_options->quiet	0
TOP.5fa347e0.000362b8	user_options->remove	0
TOP.5fa347e0.000362b8	user_options->remove_timer	60
TOP.5fa347e0.000362b8	user_options->restore	0
TOP.5fa347e0.000362b8	user_options->restore_disable	0
TOP.5fa347e0.000362b8	user_options->restore_timer	60
TOP.5fa347e0.000362b8	user_options->rp_files_cnt	0
TOP.5fa347e0.000362b8	user_options->rp_gen	0
TOP.5fa347e0.000362b8	user_options->rp_gen_func_max	4
TOP.5fa347e0.000362b8	user_options->rp_gen_func_min	1
TOP.5fa347e0.000362b8	user_options->rp_gen_seed	0
TOP.5fa347e0.000362b8	user_options->runtime	0
TOP.5fa347e0.000362b8	user_options->scrypt_tmto	0
TOP.5fa347e0.000362b8	user_options->segment_size	33554432
TOP.5fa347e0.000362b8	user_options->self_test_disable	0
TOP.5fa347e0.000362b8	user_options->slow_candidates	0
TOP.5fa347e0.000362b8	user_options->show	0
TOP.5fa347e0.000362b8	user_options->speed_only	0
TOP.5fa347e0.000362b8	user_options->spin_damp	0
TOP.5fa347e0.000362b8	user_options->status	0
TOP.5fa347e0.000362b8	user_options->status_json	0
TOP.5fa347e0.000362b8	user_options->status_timer	10
TOP.5fa347e0.000362b8	user_options->stdout_flag	0
TOP.5fa347e0.000362b8	user_options->usage	0
TOP.5fa347e0.000362b8	user_options->username	0
TOP.5fa347e0.000362b8	user_options->veracrypt_pim_start	485
TOP.5fa347e0.000362b8	user_options->veracrypt_pim_stop	485
TOP.5fa347e0.000362b8	user_options->version	0
TOP.5fa347e0.000362b8	user_options->workload_profile	2
TOP.5fa347e0.000362b8	user_options->brain_client	0
TOP.5fa347e0.000362b8	user_options->brain_client_features	2
TOP.5fa347e0.000362b8	user_options->brain_server	0
TOP.5fa347e0.000362b8	user_options->brain_server_timer	300
TOP.5fa347e0.000362b8	user_options->brain_port	6863
TOP.5fa347e0.000362b8	user_options->brain_session	0
TOP.5fa347e0.000362b8	hashes->hashfile	archivo_4
TOP.5fa347e0.000362b8	hashes->hashlist_mode	5
TOP.5fa347e0.000362b8	hashes->hashlist_format	0
TOP.5fa347e0.000362b8	hashes->hashes_cnt	0
TOP.5fa347e0.000362b8	hashes->digests_cnt	1000
TOP.5fa347e0.000362b8	hashes->digests_done	0
TOP.5fa347e0.000362b8	hashes->salts_cnt	1
TOP.5fa347e0.000362b8	hashes->salts_done	0
TOP.5fa347e0.000362b8	SUB.5fa347e0.00057777	START
